err,STM,Res,runtime
0.08015399922442662,gradAlpha,32,10.44
0.11934605017883208,gradAlpha,64,92.48
0.07901282237871524,gradAlpha,128,1120.16
0.05018864487223714,RDF,32,10.23
0.01865684214358424,RDF,64,94.32
0.006885099838053314,RDF,128,1167.73
0.028086759767042193,fitParaboloid,32,10.34
0.013137046630314937,fitParaboloid,64,92.54
0.006697038219849031,fitParaboloid,128,1192.92
