-1.00000000000000000e+10,3.731499999999999773e+02
0.000000000000000000e+00,3.731499999999999773e+02
1.822437126770098913e-07,3.731540132717730671e+02
3.644874253540197826e-07,3.731580265095630011e+02
5.467311380310296474e-07,3.731620397095079511e+02
7.289748507080395651e-07,3.731660528671514498e+02
9.112185633850494828e-07,3.731700659801152256e+02
1.093462276062059295e-06,3.731740790439280318e+02
1.275705988739069318e-06,3.731780920543769184e+02
1.457949701416079130e-06,3.731821050072489925e+02
1.640193414093089154e-06,3.731861178983311333e+02
1.822437126770098966e-06,3.731901307234105616e+02
2.004680839447108566e-06,3.731941434782740998e+02
2.186924552124118589e-06,3.731981561587089686e+02
2.369168264801128613e-06,3.732021687605020475e+02
2.551411977478138637e-06,3.732061812794405569e+02
2.733655690155148237e-06,3.732101937113113195e+02
2.915899402832158260e-06,3.732142060519121856e+02
3.098143115509168284e-06,3.732182182978389733e+02
3.280386828186178308e-06,3.732222304455279414e+02
3.462630540863187908e-06,3.732262424909690708e+02
3.644874253540197931e-06,3.732302544301525131e+02
3.827117966217207532e-06,3.732342662590682494e+02
4.009361678894217132e-06,3.732382779737063174e+02
4.191605391571227579e-06,3.732422895700568120e+02
4.373849104248237179e-06,3.732463010441098845e+02
4.556092816925247626e-06,3.732503123918554024e+02
4.738336529602257226e-06,3.732543236092835173e+02
4.920580242279266826e-06,3.732583346923842669e+02
5.102823954956277273e-06,3.732623456371476891e+02
5.285067667633286873e-06,3.732663564395757589e+02
5.467311380310296474e-06,3.732703670956767041e+02
5.649555092987306074e-06,3.732743776014450532e+02
5.831798805664316521e-06,3.732783879528751640e+02
6.014042518341326121e-06,3.732823981459613947e+02
6.196286231018336568e-06,3.732864081766981030e+02
6.378529943695346168e-06,3.732904180410796471e+02
6.560773656372356615e-06,3.732944277351004416e+02
6.743017369049365368e-06,3.732984372547547309e+02
6.925261081726375816e-06,3.733024465960368730e+02
7.107504794403385416e-06,3.733064557549414531e+02
7.289748507080395863e-06,3.733104647274624881e+02
7.471992219757405463e-06,3.733144735099684226e+02
7.654235932434415063e-06,3.733184820976449600e+02
7.836479645111425510e-06,3.733224904869966849e+02
8.018723357788434263e-06,3.733264986740189215e+02
8.200967070465444710e-06,3.733305066547077899e+02
8.383210783142455158e-06,3.733345144250596377e+02
8.565454495819463911e-06,3.733385219810714943e+02
8.747698208496474358e-06,3.733425293187407874e+02
8.929941921173484805e-06,3.733465364340655697e+02
9.112185633850495252e-06,3.733505433230442350e+02
9.294429346527504005e-06,3.733545499816758024e+02
9.476673059204514452e-06,3.733585564059597459e+02
9.658916771881523205e-06,3.733625625919471531e+02
9.841160484558533652e-06,3.733665685359383701e+02
1.002340419723554410e-05,3.733705742339938070e+02
1.020564790991255455e-05,3.733745796821274894e+02
1.038789162258956330e-05,3.733785848763541253e+02
1.057013533526657375e-05,3.733825898126889911e+02
1.075237904794358419e-05,3.733865944871482156e+02
1.093462276062059295e-05,3.733905988957481554e+02
1.111686647329760339e-05,3.733946030345061899e+02
1.129911018597461215e-05,3.733986068994400966e+02
1.148135389865162259e-05,3.734026104865683919e+02
1.166359761132863304e-05,3.734066137919102744e+02
1.184584132400564349e-05,3.734106168114852835e+02
1.202808503668265224e-05,3.734146195413139822e+02
1.221032874935966269e-05,3.734186219774172741e+02
1.239257246203667314e-05,3.734226241158168591e+02
1.257481617471368358e-05,3.734266259525348914e+02
1.275705988739069234e-05,3.734306274835944350e+02
1.293930360006770278e-05,3.734346287050188948e+02
1.312154731274471323e-05,3.734386296128324148e+02
1.330379102542172029e-05,3.734426302030598208e+02
1.348603473809873074e-05,3.734466304717265075e+02
1.366827845077574118e-05,3.734506304148585514e+02
1.385052216345275163e-05,3.734546300284825975e+02
1.403276587612976038e-05,3.734586293086260298e+02
1.421500958880677083e-05,3.734626282513167439e+02
1.439725330148378128e-05,3.734666268525832038e+02
1.457949701416079173e-05,3.734706251084547262e+02
1.476174072683780048e-05,3.734746230149611392e+02
1.494398443951481093e-05,3.734786205681328397e+02
1.512622815219182137e-05,3.734826177640009632e+02
1.530847186486883013e-05,3.734866145985972139e+02
1.549071557754584227e-05,3.734906110679539211e+02
1.567295929022285102e-05,3.734946071681041531e+02
1.585520300289985977e-05,3.734986028950813761e+02
1.603744671557686853e-05,3.735025982449199091e+02
1.621969042825387728e-05,3.735065932136546394e+02
1.640193414093088942e-05,3.735105877973210795e+02
1.658417785360789817e-05,3.735145819919553105e+02
1.676642156628491032e-05,3.735185757935940956e+02
1.694866527896191907e-05,3.735225691982748231e+02
1.713090899163892782e-05,3.735265622020355636e+02
1.731315270431593996e-05,3.735305548009149561e+02
1.749539641699294872e-05,3.735345469909523217e+02
1.767764012966996086e-05,3.735385387681874931e+02
1.785988384234696961e-05,3.735425301286609852e+02
1.804212755502397836e-05,3.735465210684140516e+02
1.822437126770099050e-05,3.735505115834885714e+02
1.840661498037799926e-05,3.735545016699267649e+02
1.858885869305500801e-05,3.735584913237719320e+02
1.877110240573202015e-05,3.735624805410676004e+02
1.895334611840902890e-05,3.735664693178580933e+02
1.913558983108603766e-05,3.735704576501885299e+02
1.931783354376304641e-05,3.735744455341043135e+02
1.950007725644005855e-05,3.735784329656517571e+02
1.968232096911706730e-05,3.735824199408777417e+02
1.986456468179407606e-05,3.735864064558296604e+02
2.004680839447108820e-05,3.735903925065556450e+02
2.022905210714809695e-05,3.735943780891044526e+02
2.041129581982510909e-05,3.735983631995254086e+02
2.059353953250211785e-05,3.736023478338685777e+02
2.077578324517912660e-05,3.736063319881845359e+02
2.095802695785613874e-05,3.736103156585245983e+02
2.114027067053314749e-05,3.736142988409405916e+02
2.132251438321015625e-05,3.736182815314850814e+02
2.150475809588716839e-05,3.736222637262112016e+02
2.168700180856417714e-05,3.736262454211727118e+02
2.186924552124118589e-05,3.736302266124240532e+02
2.205148923391819465e-05,3.736342072960202358e+02
2.223373294659520679e-05,3.736381874680169517e+02
2.241597665927221554e-05,3.736421671244705180e+02
2.259822037194922429e-05,3.736461462614378775e+02
2.278046408462623644e-05,3.736501248749765409e+02
2.296270779730324519e-05,3.736541029611447584e+02
2.314495150998025394e-05,3.736580805160012915e+02
2.332719522265726608e-05,3.736620575356056406e+02
2.350943893533427484e-05,3.736660340160178748e+02
2.369168264801128698e-05,3.736700099532986883e+02
2.387392636068829573e-05,3.736739853435095142e+02
2.405617007336530448e-05,3.736779601827121269e+02
2.423841378604231662e-05,3.736819344669693805e+02
2.442065749871932538e-05,3.736859081923443568e+02
2.460290121139633752e-05,3.736898813549009901e+02
2.478514492407334627e-05,3.736938539507036694e+02
2.496738863675035503e-05,3.736978259758176364e+02
2.514963234942736717e-05,3.737017974263086444e+02
2.533187606210437592e-05,3.737057682982430151e+02
2.551411977478138467e-05,3.737097385876878093e+02
2.569636348745839681e-05,3.737137082907107128e+02
2.587860720013540557e-05,3.737176774033798665e+02
2.606085091281241771e-05,3.737216459217642637e+02
2.624309462548942646e-05,3.737256138419335230e+02
2.642533833816643183e-05,3.737295811599576609e+02
2.660758205084344058e-05,3.737335478719076036e+02
2.678982576352045272e-05,3.737375139738546750e+02
2.697206947619746147e-05,3.737414794619290888e+02
2.715431318887447023e-05,3.737454443336347367e+02
2.733655690155148237e-05,3.737494085857105119e+02
2.751880061422849112e-05,3.737533722142969168e+02
2.770104432690550326e-05,3.737573352155357043e+02
2.788328803958251202e-05,3.737612975855699347e+02
2.806553175225952077e-05,3.737652593205439757e+02
2.824777546493653291e-05,3.737692204166035594e+02
2.843001917761354166e-05,3.737731808698956115e+02
2.861226289029055042e-05,3.737771406765685924e+02
2.879450660296756256e-05,3.737810998327720426e+02
2.897675031564457131e-05,3.737850583346569806e+02
2.915899402832158345e-05,3.737890161783756753e+02
2.934123774099859220e-05,3.737929733600817030e+02
