t,vs,s
0.41800000000000026,0.005504242790435007,0.0023537355229979193
0.41900000000000026,0.005497670557893554,0.002359239765788354
0.42000000000000026,0.00549112181160499,0.0023647374363462478
0.42100000000000026,0.005484596412019274,0.0023702285581578527
0.42200000000000026,0.005478094220744457,0.002375713154569872
0.42300000000000026,0.00547161510053435,0.0023811912487906165
0.42400000000000027,0.00546515891527637,0.002386662863891151
0.42500000000000027,0.005458725529979515,0.002392128022806427
0.42600000000000027,0.005452314810762521,0.002397586748336407
0.42700000000000027,0.005445926624842155,0.0024030390631471694
0.42800000000000027,0.00543956084052166,0.0024084849897720115
0.42900000000000027,0.005433217327179359,0.002413924550612533
0.43000000000000027,0.005426895955257396,0.0024193577679397123
0.43100000000000027,0.005420596596250617,0.0024247846638949695
0.4320000000000003,0.005414319122695602,0.00243020526049122
0.4330000000000003,0.005408063408159836,0.002435619579613916
0.4340000000000003,0.005401829327231004,0.002441027643022076
0.4350000000000003,0.005395616755506442,0.0024464294723493068
0.4360000000000003,0.005389425569582699,0.0024518250891048133
0.4370000000000003,0.005383255647045257,0.002457214514674396
0.4380000000000003,0.005377106866458346,0.002462597770321441
0.4390000000000003,0.0053709791073549215,0.0024679748771878995
0.4400000000000003,0.005364872250226744,0.0024733458562952544
0.4410000000000003,0.005358786176514591,0.002478710728545481
0.4420000000000003,0.005352720768598589,0.0024840695147219957
0.4430000000000003,0.005346675909788667,0.0024894222354905943
0.4440000000000003,0.005340651484315127,0.0024947689114003828
0.4450000000000003,0.005334647377319332,0.002500109562884698
0.4460000000000003,0.005328663474844508,0.0025054442102620173
0.4470000000000003,0.005322699663826661,0.002510772873736862
0.4480000000000003,0.005316755832085607,0.002516095573400689
0.4490000000000003,0.005310831868316096,0.0025214123292327745
0.4500000000000003,0.005304927662079078,0.0025267231611010906
0.4510000000000003,0.005299043103793039,0.0025320280887631695
0.4520000000000003,0.0052931780847254644,0.0025373271318669625
0.4530000000000003,0.005287332496984406,0.002542620309951688
0.4540000000000003,0.005281506233510134,0.0025479076424486722
0.4550000000000003,0.005275699188066916,0.0025531891486821824
0.4560000000000003,0.005269911255234865,0.002558464847870249
0.4570000000000003,0.005264142330401919,0.002563734759125484
0.4580000000000003,0.005258392309755882,0.002568998901455886
0.4590000000000003,0.005252661090276592,0.002574257293765642
0.4600000000000003,0.005246948569728162,0.0025795099548559185
0.4610000000000003,0.00524125464665132,0.0025847569034256465
0.4620000000000003,0.005235579220355841,0.002589998158072298
0.4630000000000003,0.0052299221909130715,0.0025952337372926538
0.4640000000000003,0.005224283459148536,0.0026004636594835666
0.4650000000000003,0.005218662926634634,0.002605687942942715
0.4660000000000003,0.00521306049568343,0.0026109066058693496
0.4670000000000003,0.005207476069339513,0.002616119666365033
0.4680000000000003,0.005201909551372955,0.0026213271424343726
0.4690000000000003,0.0051963608462723505,0.0026265290519857454
0.4700000000000003,0.005190829859237921,0.002631725412832018
0.4710000000000003,0.005185316496174724,0.0026369162426912555
0.4720000000000003,0.005179820663685925,0.0026421015591874303
0.4730000000000003,0.00517434226906615,0.0026472813798511163
0.4740000000000003,0.005168881220294923,0.0026524557221201824
0.4750000000000003,0.005163437426030171,0.0026576246033404773
0.4760000000000003,0.005158010795601805,0.0026627880407665075
0.4770000000000003,0.005152601239005382,0.002667946051562109
0.4780000000000003,0.005147208666895835,0.0026730986528011144
0.4790000000000003,0.005141832990581264,0.0026782458614680103
0.4800000000000003,0.00513647412201683,0.0026833876944585915
0.4810000000000003,0.005131131973798676,0.0026885241685806085
0.4820000000000003,0.005125806459157959,0.0026936553005544074
0.4830000000000003,0.005120497491954915,0.0026987811070135655
0.4840000000000003,0.005115204986673019,0.00270390160450552
0.4850000000000003,0.00510992885841319,0.002709016809492193
0.4860000000000003,0.0051046690228880795,0.002714126738350606
0.4870000000000003,0.0050994253964164096,0.0027192314073734942
0.4880000000000003,0.00509419789591738,0.002724330832769911
0.4890000000000003,0.005088986438905153,0.002729425030665828
0.4900000000000003,0.005083790943483366,0.0027345140171047334
0.4910000000000003,0.005078611328339741,0.0027395978080482167
0.4920000000000003,0.005073447512740738,0.0027446764193765566
0.4930000000000003,0.005068299416526263,0.0027497498668892974
0.4940000000000003,0.00506316696010445,0.0027548181663058237
0.49500000000000033,0.005058050064446484,0.0027598813332659284
0.49600000000000033,0.0050529486510815,0.002764939383330375
0.49700000000000033,0.005047862642091517,0.0027699923319814564
0.49800000000000033,0.005042791960106451,0.002775040194623548
0.49900000000000033,0.005037736528299167,0.0027800829865836543
0.5000000000000003,0.005032696270380581,0.0027851207231119534
0.5010000000000003,0.005027671110594844,0.002790153419382334
0.5020000000000003,0.005022660973714543,0.002795181090492929
0.5030000000000003,0.005017665785035976,0.0028002037514666435
0.5040000000000003,0.0050126854703744774,0.0028052214172516795
0.5050000000000003,0.005007719956059786,0.002810234102722054
0.5060000000000003,0.005002769168931471,0.0028152418226781136
0.5070000000000003,0.0049978330363344035,0.002820244591847045
0.5080000000000003,0.004992911486114276,0.0028252424248833793
0.5090000000000003,0.004988004446613178,0.0028302353363694934
0.5100000000000003,0.004983111846665206,0.0028352233408161067
0.5110000000000003,0.004978233615592137,0.002840206452662772
0.5120000000000003,0.004973369683199136,0.002845184686278364
0.5130000000000003,0.004968519979770512,0.0028501580559615633
0.5140000000000003,0.004963684436065524,0.0028551265759413336
0.5150000000000003,0.004958862983314229,0.0028600902603773994
0.5160000000000003,0.004954055553213371,0.0028650491233607137
0.5170000000000003,0.004949262077922322,0.002870003178913927
0.5180000000000003,0.004944482490059055,0.0028749524409918494
0.5190000000000003,0.004939716722696172,0.0028798969234819084
0.5200000000000004,0.004934964709356965,0.0028848366402046046
0.5210000000000004,0.004930226384011516,0.0028897716049139615
0.5220000000000004,0.0049255016810728575,0.002894701831297973
0.5230000000000004,0.004920790535393143,0.002899627332979046
0.5240000000000004,0.004916092882259885,0.002904548123514439
0.5250000000000004,0.0049114086573922204,0.002909464216396699
0.5260000000000004,0.004906737796937209,0.002914375625054091
0.5270000000000004,0.004902080237466188,0.002919282362851028
0.5280000000000004,0.004897435915971147,0.002924184443088494
0.5290000000000004,0.0048928047698611485,0.002929081879004465
